ObjectProperty,label,parent,parentLabel,definition,comment,IAODefinition,domain,domainLabel,domainDef,domainComment,domainIAODefinition,range,rangeLabel,rangeDef,rangeComment,rangeIAODefinition
http://purl.obolibrary.org/obo/RO_0000057,has participant,,,"a relation between a process and a continuant, in which the continuant is somehow involved in the process",,,https://w3id.org/inbio#_000025,process,"A process is an entity that exists in time by occurring or happening, has temporal parts and always involves and depends on some entity during the time it occurs.",,,http://purl.obolibrary.org/obo/BFO_0000002,continuant,"if b is a continuant and if, for some t, c has_continuant_part b at t, then c is a continuant. (axiom label in BFO2 Reference: [126-001])",,
http://purl.obolibrary.org/obo/RO_0000057,has participant,,,"a relation between a process and a continuant, in which the continuant is somehow involved in the process",,,https://w3id.org/inbio#_000025,process,"A process is an entity that exists in time by occurring or happening, has temporal parts and always involves and depends on some entity during the time it occurs.",,,http://purl.obolibrary.org/obo/BFO_0000002,continuant,"if b is a continuant and if, for some t, cis continuant_part of b at t, then c is a continuant. (axiom label in BFO2 Reference: [009-002])",,
http://purl.obolibrary.org/obo/RO_0000057,has participant,,,"a relation between a process and a continuant, in which the continuant is somehow involved in the process",,,https://w3id.org/inbio#_000025,process,"A process is an entity that exists in time by occurring or happening, has temporal parts and always involves and depends on some entity during the time it occurs.",,,http://purl.obolibrary.org/obo/BFO_0000002,continuant,"if b is a material entity, then there is some temporal interval (referred to below as a one-dimensional temporal region) during which b exists. (axiom label in BFO2 Reference: [011-002])",,
http://purl.obolibrary.org/obo/RO_0000057,has participant,,,"a relation between a process and a continuant, in which the continuant is somehow involved in the process",,,https://w3id.org/inbio#_000025,process,"An occurrent [span:Occurrent] that exists in time by occurring or happening, has temporal parts and always involves and depends on some entity.",,,http://purl.obolibrary.org/obo/BFO_0000002,continuant,"A continuant is an entity that persists, endures, or continues to exist through time while maintaining its identity. (axiom label in BFO2 Reference: [008-002])",,
http://purl.obolibrary.org/obo/RO_0000057,has participant,,,"a relation between a process and a continuant, in which the continuant is somehow involved in the process",,,https://w3id.org/inbio#_000025,process,"An occurrent [span:Occurrent] that exists in time by occurring or happening, has temporal parts and always involves and depends on some entity.",,,http://purl.obolibrary.org/obo/BFO_0000002,continuant,"An entity that exists in full at any time in which it exists at all, persists through time while maintaining its identity and has no temporal parts.",,
http://purl.obolibrary.org/obo/RO_0000057,has participant,,,"a relation between a process and a continuant, in which the continuant is somehow involved in the process",,,https://w3id.org/inbio#_000025,process,"An occurrent [span:Occurrent] that exists in time by occurring or happening, has temporal parts and always involves and depends on some entity.",,,http://purl.obolibrary.org/obo/BFO_0000002,continuant,"if b is a continuant and if, for some t, c has_continuant_part b at t, then c is a continuant. (axiom label in BFO2 Reference: [126-001])",,
http://purl.obolibrary.org/obo/RO_0000057,has participant,,,"a relation between a process and a continuant, in which the continuant is somehow involved in the process",,,https://w3id.org/inbio#_000025,process,"An occurrent [span:Occurrent] that exists in time by occurring or happening, has temporal parts and always involves and depends on some entity.",,,http://purl.obolibrary.org/obo/BFO_0000002,continuant,"if b is a continuant and if, for some t, cis continuant_part of b at t, then c is a continuant. (axiom label in BFO2 Reference: [009-002])",,
http://purl.obolibrary.org/obo/RO_0000057,has participant,,,"a relation between a process and a continuant, in which the continuant is somehow involved in the process",,,https://w3id.org/inbio#_000025,process,"An occurrent [span:Occurrent] that exists in time by occurring or happening, has temporal parts and always involves and depends on some entity.",,,http://purl.obolibrary.org/obo/BFO_0000002,continuant,"if b is a material entity, then there is some temporal interval (referred to below as a one-dimensional temporal region) during which b exists. (axiom label in BFO2 Reference: [011-002])",,
http://purl.obolibrary.org/obo/RO_0000080,quality of,,,"a relation between a quality and an independent continuant (the bearer), in which the quality specifically depends on the bearer for its existence",,,http://purl.obolibrary.org/obo/PATO_0000001,quality,A dependent entity that inheres in a bearer by virtue of how the bearer is related to other entities,,,http://purl.obolibrary.org/obo/BFO_0000004,independent continuant,"A continuant that is a bearer of quality and realizable entity entities, in which other entities inhere and which itself cannot inhere in anything.",,
http://purl.obolibrary.org/obo/RO_0000080,quality of,,,"a relation between a quality and an independent continuant (the bearer), in which the quality specifically depends on the bearer for its existence",,,http://purl.obolibrary.org/obo/PATO_0000001,quality,A dependent entity that inheres in a bearer by virtue of how the bearer is related to other entities,,,http://purl.obolibrary.org/obo/BFO_0000004,independent continuant,For any independent continuant b and any time t there is some spatial region r such that b is located_in r at t. (axiom label in BFO2 Reference: [134-001]),,
http://purl.obolibrary.org/obo/RO_0000080,quality of,,,"a relation between a quality and an independent continuant (the bearer), in which the quality specifically depends on the bearer for its existence",,,http://purl.obolibrary.org/obo/PATO_0000001,quality,A dependent entity that inheres in a bearer by virtue of how the bearer is related to other entities,,,http://purl.obolibrary.org/obo/BFO_0000004,independent continuant,"For every independent continuant b and time t during the region of time spanned by its life, there are entities which s-depends_on b during t. (axiom label in BFO2 Reference: [018-002])",,
http://purl.obolibrary.org/obo/RO_0000086,has quality,,,"a relation between an independent continuant (the bearer) and a quality, in which the quality specifically depends on the bearer for its existence",,,http://purl.obolibrary.org/obo/BFO_0000004,independent continuant,"A continuant that is a bearer of quality and realizable entity entities, in which other entities inhere and which itself cannot inhere in anything.",,,http://purl.obolibrary.org/obo/PATO_0000001,quality,A dependent entity that inheres in a bearer by virtue of how the bearer is related to other entities,,
http://purl.obolibrary.org/obo/RO_0000086,has quality,,,"a relation between an independent continuant (the bearer) and a quality, in which the quality specifically depends on the bearer for its existence",,,http://purl.obolibrary.org/obo/BFO_0000004,independent continuant,For any independent continuant b and any time t there is some spatial region r such that b is located_in r at t. (axiom label in BFO2 Reference: [134-001]),,,http://purl.obolibrary.org/obo/PATO_0000001,quality,A dependent entity that inheres in a bearer by virtue of how the bearer is related to other entities,,
http://purl.obolibrary.org/obo/RO_0000086,has quality,,,"a relation between an independent continuant (the bearer) and a quality, in which the quality specifically depends on the bearer for its existence",,,http://purl.obolibrary.org/obo/BFO_0000004,independent continuant,"For every independent continuant b and time t during the region of time spanned by its life, there are entities which s-depends_on b during t. (axiom label in BFO2 Reference: [018-002])",,,http://purl.obolibrary.org/obo/PATO_0000001,quality,A dependent entity that inheres in a bearer by virtue of how the bearer is related to other entities,,
http://purl.obolibrary.org/obo/RO_0000081,role of,,,"a relation between a role and an independent continuant (the bearer), in which the role specifically depends on the bearer for its existence",,,https://w3id.org/inbio#_000023,role,The usual or expected function of something; the part something plays in an action or event.,,,http://purl.obolibrary.org/obo/BFO_0000004,independent continuant,"A continuant that is a bearer of quality and realizable entity entities, in which other entities inhere and which itself cannot inhere in anything.",,
http://purl.obolibrary.org/obo/RO_0000081,role of,,,"a relation between a role and an independent continuant (the bearer), in which the role specifically depends on the bearer for its existence",,,https://w3id.org/inbio#_000023,role,The usual or expected function of something; the part something plays in an action or event.,,,http://purl.obolibrary.org/obo/BFO_0000004,independent continuant,For any independent continuant b and any time t there is some spatial region r such that b is located_in r at t. (axiom label in BFO2 Reference: [134-001]),,
